"corpus","preloaded/pttenten20_fl5"
"subcorpus","-"
"concordance size","29"
"query","Query:[tag=""V.*""][lemma=""pra""][lemma=""nós|tu|vós|vocês|eles|elas""][tag=""V.N.*""] within <doc (genre=""blog"") & (tld=""br"") />"
"Reference","Left","KWIC","Right"
"novomilenio.inf.br","no BBS da tribo). </s><s> - Ô traste, diz logo que muiraquitã é esse! </s><s> - Num é muiraquitã coisa nenhuma. </s><s> É Pauerbuque. </s><s> Dona inglesa","deu pra nós brincar","enquanto amassa mapará, abiu, xiririm, ipê e pau rosa pra mandar lá pra terra dela. </s><s> Tem oitenta mega de discão. </s><s> - Puxa,"
"jornaljurid.com.br",". 422 onde o imputado Antônio Marcos, vulgo ""Marcão"" pede que o comparsa José Chagas: "" Pega meu cd aí"", e este responde: ""","Dá pra tu trazer","aquele HDzinho que eu... pra medir o negócio aqui""., ou seja, ""HDzinho"" na verdade trata-se de uma balança para pesar a"
"novomilenio.inf.br",", que levanta-se, terminando o auto pela cantiga de retirada: </s><s> Oi! da prata e do ouro Se faz o metal! </s><s> Oi! a vesp''ra de Reis","É pra nós festejar","! </s><s> NOTAS (de Luís da Câmara Cascudo): </s><s> (1) O autor escreve, duas vezes, bucambis, mas creio tratar-se de cucumbis, grupos"
"blocosonline.com.br","daquilo tudo a razão pois lhe estava parecendo um golpe de traição </s><s> Lhe disse o irmão: Rosinha vou te dizer a verdade","é pra tu deixares","aqui de Armando aquela amizade pois meu pai só deu-lhe o sim temendo uma falsidade </s><s> - Para que tu não fugisse meu pai deu a"
"blocosonline.com.br",") 6. está sendo providenciada uma extensão do 0800.7710963 que vai","ficar pra nós usarmos","durante os plantões. </s><s> Bem, pelo visto as coisas estão mudando....Mas meu plantão no sábado continua!!!! </s><s> Não me cabe"
"blogdoneylima.com.br","como o Bregaribe faz um discurso completamente alterado, que exemplo ele está dando. </s><s> E da próxima vez ele me","chame pra nós tomarmos","uma. </s><s> Diga a ele que eu levo o caju. </s><s> Não esqueçamos que em matéria de fazer a política ""Panis et Circenses"" [a política do"
"blogdoneylima.com.br","que ia ter quatro pra ajudar a populacao bura.agora vai no hospital pra tu ver quanto tempo tu demora la.kkk xau atraso","espera pra tu ver","as coisas que ainda vem por aii.uma coisa edson ja fes de inportantisimo foi colocar 2 anbulancias novas que toda vida de"
"peticaopublica.com.br","com tantas boas atrações sem utilizar animais na cidade. </s><s> Se faz necessário acabar com a cultura de que os animais foram","feitos pra nós servir","com tantos recursos que se tem hoje em dia. </s><s> Espero que aqueles que possuem o poder nas mãos olhem por eles. </s><s> Mônica . </s><s> É um"
"peticaopublica.com.br",". </s><s> Pra mim todos tinham que ser exercitados. </s><s> Malditos </s><s> Adriana G. </s><s> Um absurdo essa chacina contra os indefesos que foram","criados pra nós alegrar","...chega de impunidade..cadeia nesses mostros </s><s> Observações: LANÇAMENTO!! </s><s> O COUPÉ MAIS LINDO DO MERCADO! </s><s> LIGUE AGORA"
"peticaopublica.com.br","temos que deixar de tratar políticos como reis e rainhas assim como seus familiares, eles só nossos funcionários e deve","trabalhar pra nós servir","e no ou contrário, tem que ser como na iniciativa privada, sem não for capar de fazer um bom trabalho de qualidade devemos"
"peticaopublica.com.br","estarem anunciando para economizar, sim devemks economizar porém moramos ao lado de um rio, cadê a engenharia uma hora","dessa pra nós trazer","água de la ao envez de trazer de um córrego </s><s> Eu apoio </s><s> Ana S. </s><s> A procura de mais melhoras </s><s> E um absurdo o valor da taxa de esgoto"
"melhoresdestinos.com.br","recebo as malas no aeroporto de conexão e depois as despacho novamente. </s><s> Acho que ocorrerá o mesmo contigo. </s><s> Então","dá pra tu receber","as malas e não seguir viagem. </s><s> Mas seria bom você confirmar isso com o pessoal da TAM pela central de atendimento deles. </s>"
"melhoresdestinos.com.br","bebidas frias. </s><s> As comissárias bem simpáticas dando um bom dia gostoso com um belo sorriso no rosto., o comandante","falando pra nós apreciarmos","à vista lá de cima na aproximaçao do pouso. </s><s> Eu tive sorte nao sei, mas minhas malas chegaram bem. </s><s> Já voei de Copa, AA, Tam,"
"melhoresdestinos.com.br","GOL. </s><s> Muito bom preço devido a época do ano. </s><s> ""a partir de 78"" não é ""tudo por 78"". </s><s> E o pessoal acha que as empresas áreas vão","pagar pra nós viajarmos","cobrando esse valor por qualquer trecho. </s><s> Sei disso Carine..mas tem gente q abre a boca pra falar que nunca mais vai"
