"corpus","preloaded/pttenten20_fl5"
"subcorpus","-"
"concordance size","37"
"query","Query:[tag=""V.*""][lemma=""pra""][lemma=""nós|tu|vós|vocês|eles|elas""][tag=""V.N.*""] within <doc (genre=""news"") & (tld=""br"") />"
"Reference","Left","KWIC","Right"
"unisinos.br","de caça e peixe. </s><s> Nós caçava aqui no meio dessa mata, tinha muita carne. </s><s> Nós matava paca, tatu, cotia... Papai levava pra","preparar pra nós comer",""", lembra Manoel Dias, de 65 anos, um jovem senhor de olhar vívido e cabelos prateados. </s><s> Com voz firme, lembra com"
"meutimao.com.br","se o Mancini estivesse no lugar do Tiago Nunes estava tranquilo na final né como perdemos tempo com o Tiago e o coelho","era pra nós estarmos","na final da Copa do Brasil líder do brasileirao se os juízes não rouba-se nós né estávamos em </s><s> Melhores condições pena"
"meutimao.com.br","clubes, como o Cruzeiro, que tem vendido ingressos populares por R$ 10. </s><s> Confira algumas reclamações feitas pela Fiel </s><s>","Sobrou pra nós pagarmos","a conta da Arena, infelizmente, o que torna o ingresso popular mais difícil de ser feito. </s><s> Contra a chapecoense o"
"uol.com.br","fornecidos pela amada para os seus convidados. </s><s> Thay compartilhou a foto publicada pelo amado e comentou: ""Hoje","era pra tu estar","cantando no São João da Thay. </s><s> Saudades"", declarou ela. </s><s> Lucilene Ferreira </s><s> Sobre mim: </s><s> Trabalho na area de"
"uol.com.br","o Raio-X, reduzindo o tempo dos colegas de confinamento. </s><s> ""Tu chega num bagulho, tem a contagem de 60 segundos que","é pra tu gravar","teu vídeo, acabou, e a pessoa continuar falando e ficar clicando ali no bagulho"", falou o humorista, que completou: """
"uol.com.br",". </s><s> Começa de novo. </s><s> Apaga. </s><s> Esses desenhos aí não existem. </s><s> Meu Deus do céu! </s><s> Depois a jumenta sou eu!"", disparou Simaria. </s><s> ""","É pra tu identificar",". </s><s> Tu é burra!"", disse Simone. </s><s> Tentando acalmar os ânimos, o apresentador Márcio Gárcia interviu. ""Tem que xingar com"
"bemparana.com.br","Valdair Roque: ""As coisas estão caras, não tem emprego [...]. </s><s> Nós, lá na roça, estamos vivendo do nosso suor,","colhendo pra nós comer",". </s><s> Não falta nada pra nós e graças a Deus e ao MST estamos ainda fazendo essas doações"". </s><s> Pedro Alberto Arrigo (PTC),"
"uol.com.br","nascer vou contar pra ele(a) o quanto você se preocupa e cuida da gente, o tanto que você se faz presente, e o quanto você se","esforça pra nós ver","bem. </s><s> Não tenho dúvidas de que você irá tirar de letra essa missão!"", escreveu a morena. </s><s> O casal anunciou a gravidez dia 19"
"uol.com.br","cruza do Temer com a Dilma e Biel"", brincou o youtuber. ""Valeu bruxinha, ninguém mandou ser da Sonserina"", completou. </s><s>","Mano pra tu conseguir","90% dos votos num paredão TRIPLO tu tem q ser tipo uma cruza do Temer com a Dilma e Biel pic.twitter.com/NvaZnfsN7D </s><s> Entre"
"purebreak.com.br",""" </s><s> Precisamos combinar que o ""Sweetener"" não possui uma vibe muito aquariana. </s><s> Porém, ""Breathin"" é uma música que","diz pra nós relaxarmos",", meio good vibes. </s><s> Peixes - ""Everytime"" </s><s> Pode não parecer, mas, essa música é sobre energia! </s><s> Piscianos são muito ligados"
"uol.com.br","em pobre? </s><s> Tucano odeia Estatal, pobre, e povo, venderam tudo novamente, como já fizeram, pricipalmente com a Vale,","Espera pra tu ver",". </s><s> Em Pré-sal </s><s> Leva-se 4 anos de investigação, gasta _se tempo e dinheiro,o Ministro da justiça, e a PF, deveriam parar de"
"purepeople.com.br",", dias depois a situação se reverteu. </s><s> Foi a vez da namorada de Murilo Huff treinar e ser apoiada pela amiga. ""Marílião! </s><s>","Treinar pra nós beber","mais, cara, com lágrimas de alegria"", afirmou a mato-grossense, solteira desde o término com o Fabrício Marques. """
"purepeople.com.br","! </s><s> Dá o fora daqui!"". ""Tu tá louca mesmo! </s><s> Quer apanhar?"", ameaça o cafajeste. </s><s> E Domingas desta vez não se intimida: ""","Bate pra tu ver","! </s><s> Eu vou pra delegacia agora, te enquadro na Maria da Penha e te ponho na cadeia, desgraçado!"". </s><s> Juca diz que vai matá-la, e"
"purepeople.com.br","brother preferiu não comentar sobre o caso. </s><s> A sara entendeu o jogo do microbiano! </s><s> Juliette guerreira, esse big fone foi","armao pra tu sair","na prxima #bbb21 #bigfone pic.twitter.com/DyDGxUaoEC </s><s> Flamengo e Palmeiras duelam após decisão do TST favorável à"
"estrelando.com.br","até que Caio estaria maltratando o animal. </s><s> Uma pessoa, por exemplo, escreveu: </s><s> Faz isso com ele não, criatura. </s><s> Vou te","esbugalhar pra tu ver","se é bom. </s><s> Caio então explicou: </s><s> Ele gosta, ele pede! </s><s> Já uma internauta invocou a protetora de animais Luisa Mell, usando"
"blognasocial.com.br","segue o registro da conversa telefônica entre Adriano e a Polícia Federal: </s><s> PF: Diz aí em poucas palavras como foi que ele","pediu pra tu inventar","essa história.. </s><s> Ele foi contigo para o Paraná ou não? </s><s> ADRIANO: Ele... ah pro Rio de Janeiro... e ele disse assim.. quando"
"blognasocial.com.br","desculpou por ter mexido no pescoço da participante mesmo ela tendo pedido para ele parar. ""Peço desculpas também. </s><s> Só","peço pra tu cuidar","da tua impulsividade"", completou. </s><s> Na internet, o assunto gerou revolta dos telespectadores, que ressaltam que a"
"jornaldopovo.com.br","ao Vinícius... </s><s> Rico???? </s><s> Falando em rico, rico mesmo eu acho q esta o teu patrão, por que anda rasgando dinheiro, te","bancando pra tu fazer","campanha e ao invéz disso fica postando no fórum do leitor. </s><s> Bem assessorado assim, não me adimira que sua campanha"
"uol.com.br","era a senhora a promotora, até a câmara se retraiu nesse ato, nesse fato e não queria abrir CPI e o Ministério Público nos","autuou pra nós abrir","a CPI, daí foi então formada a comissão de inquérito, não lembro quais os vereadores e foi feita a CPI, foi feita a"
"hojeemdia.com.br","para obter um documento substituto a tempo, Marina não teve dúvidas. ""Disse: ''Fala que tu tá com alguma dor porque não","é pra tu ir","nesta viagem!''. </s><s> Mas ele é comprometido demais."" O casal então foi a Caxias do Sul (RS) buscar documentos de Alan, e"
"esquerdadiario.com.br","era daqueles que não caem nesse papo, sabe seu papel, sabe que é peão assim como todos nós, coloca a máquina pra rodar e já","corre pra nós ajudar","no abastecimento da gavetas. </s><s> Era um daqueles que sabe de qual lado deve que se manter. </s><s> Derrepente a máquina para, atola o"
"esquerdadiario.com.br",") desses(as) trabalhadores(as) sobre essa reunião e ele(a) nos disse que ""logo o rapaz do sindicato [SIEMACO] chegou e","falou pra nós parar","de trabalhar se o Seu Guerra [representante da COR LINE] não pagar. </s><s> Mas logo o Seu Guerra chegou e falou que vai pagar tudo"
"uol.com.br","Guilherme no Instagram. </s><s> ""O Maik é foda. </s><s> Veio em Itapecerica da Serra, na Fazenda, mandar um recado para a Mirella. </s><s>","Pediu pra nós fazer",", nós faz (sic)"", prosseguiu Guilherme. ""Missão dada é missão cumprida"", completou Maik. </s><s> Segurança abordou carro </s>"
"uol.com.br","surgiu quando Lipe Ribeiro apontou a quantidade de votos recebidos pelo sertanejo. ""No mínimo 200_milhões de pessoas","votaram pra tu ficar",""", calculou o ex-MTV. </s><s> Marcos Mion disse, durante a noite de eliminação, que foram mais de 700_milhões de votos"
"uol.com.br","tô sim. </s><s> E você?"", questionará Santinha. </s><s> Ele responderá dando um beijo nela. ""Hummm... Agora gostei mais ainda! </s><s> Mas não","é pra tu ficar","metido, se achando, visse? </s><s> Não fique muito vaidoso, não..."", brincará a funcionária de Miguel (Paulo Betti). ""Com uma"
"conexaojornalismo.com.br",": ""desde sábado esses polícias da UPP da Mangueira e os policiais cheirados do 4o batalhão, pois é, são viciados, eles","pedem pra nós subirmos","e pegar pó pra eles . </s><s> Foram eles que mataram o Uellington, garoto trabalhador, família. </s><s> Aqui falta de tudo, só não falta"
"esportealternativo.com.br",". </s><s> ""Classificadas para as Olimpíadas de Inverno... Um sonho que se tornará realidade...Quero agradecer a todos que","torceram pra nós estarmos","lá... Não tenho nem palavras pra descrever o que eu estou sentindo, é uma emoção única... Agora vamos para cima delas,"
